id,org,dept,name,description,Economy,economy_coded
868,Flagstaff,01-014 Information Technology,Network Management,"Monitoring, support and maintenance of high speed internet, LAN, WAN and network equipment and wiring",4,1
869,Flagstaff,01-014 Information Technology,Desktop Management and Support,Support and regular replacement/upgrades of employee personal computers and laptops,4,1
870,Flagstaff,01-014 Information Technology,Systems Management,"Monitoring, support and maintenance of servers, storage and related infrastructure equipment",4,1
871,Flagstaff,01-014 Information Technology,Communications Management,"Monitoring, support and maintenance of VoIP phones, call trees, paging, E911 calling, email, Skype, Teams and other unified messaging tools",4,1
872,Flagstaff,01-014 Information Technology,Enterprise Application Management,"Monitoring, support and maintenance of enterprise applications and automated business process development",4,1
883,Flagstaff,02-Management Services,Budget Development and Monitoring,"Develop, implement, monitor and report on the annual budget. Review, monitor and submit the recommended budget to City Council.",4,1
890,Flagstaff,02-Management Services,Contract Management,"Develop, manage, review, monitor and report on contracts",4,1
892,Flagstaff,02-Management Services,Emergency Management Support,"Coordinate and participate in disaster recovery, emergency preparedness and outreach, emergency operations center",4,1
945,Flagstaff,06-Public Works,City Fuel Inventory/Station & Wash Rack Management,"Fuel Purchase and billing, fuel management software administration. Fuel station and wash rack maintenance",4,1
991,Flagstaff,06-Public Works,Landfill Engineering,Construction of landfill infrastructure and annual projections of landfill life,4,1
999,Flagstaff,06-Public Works,Commercial Trash Collection,Service commercial trash customers,4,1
1042,Flagstaff,08-Water Services,"Surface Water Production, Operations, Maintenance & Admin.","Operation & maintenance of the Lake Mary Water Treatment Plant including staffing, chemicals, electrical usage to treat both surface and groundwater coming from Upper Lake Mary and Lake Mary Wellfield.  All Water Production administration including safety & security, training, payroll, budget, compliance, customer service/complaints, communications and outreach;",4,1
1043,Flagstaff,08-Water Services,"Wells Groundwater Production, Operations and Maintenance","Operation & maintenance including electrical usage of all wellfields; including Local, Lake Mary, Woody Mtn, Red Gap Ranch and Inner Basin along with all pipeline repairs.",4,1
1044,Flagstaff,08-Water Services,Reservoir and Booster Station Operation & Maintenance,"Operation & maintenance of all water production tanks/reservoirs including:  Main, Christmas Tree, Paradise, Cheshire, Railroad Springs #1 & #2, Kinlani; and related booster stations including Railroad Springs Booster Station and North Reservoir Filtration Plant.",4,1
1048,Flagstaff,08-Water Services,Potable Water Distribution System,"Operate, maintain and deliver potable water that meets national, and state standards to all customers within the Flagstaff water system.Facilities, security, training, compliance related to all water distribution programs. Budget, work program, customer service/complaints, long term planning-rates. Communications and outreach. Oversee safety and efficiency issues.Council and Water Commission reports and meetings, ordinances and resolutions.",4,1
