program_id,org,dept,name,description,Safety,safety_coded
718,Flagstaff,05-Community Development,Property Acquisition,"Acquire real property, right-of-way and easements for all city divisions , capital projects, private development projects",4,1
719,Flagstaff,05-Community Development,Title Research / Review,Research recorded documents to identify encumbrances on City property and private property as due diligence prior to acquiring property for City projects and order title reports. Review of title reports and recorded documents for private development projects and city projects involving acquisition of property rights.,4,1
735,Flagstaff,05-Community Development,Mapping Administration,Coordination with GIS.  Address staff and citizen requests for maps and legal descriptions.,4,1
736,Flagstaff,05-Community Development,Engineering Plan/Permit Review,"Enforce Engineering Standards laws in collaboration with Planning and other Divisions (IDS). Review & approve (or deny) construction documents including public improvement plans, subdivision plats, grading & drainage plans and associated building plan review.",4,1
739,Flagstaff,05-Community Development,Capital Project Delivery (Community Development),"Design through construction project phases. Designs outsourced to private sector consultants. Provide in house construction management for new facilities, transportation, drainage, water and wastewater projects.  Manage programming for Transportation Tax. General capital project administration.",4,1
740,Flagstaff,05-Community Development,Plan / Permit / Project Review,"Review of concepts, site plans, civil plans, IDS, and plats. Conduct construction drawing reviews for all projects within the city. Perform completeness reviews. Offer consultation and communication to all applicants. Issue home occupations, business licenses, liquor licenses. Sign and issue, temporary use, minor improvements, and lighting permits. Review construction documents for public improvement plans, related to transportation elements. Calculate permit fee, process assurances, process bonds and collect cash-in-lieu payments.  Point of contact for customers. Conduct pre-construction meetings, regular correspondence and coordination with Inspection staff. Manage occupancy process. Gas lines, phone lines, cable tv lines, electric lines, private water & sewer services and private driveway repairs. 5G wireless facilities authorized by State statute. Review & approve (or deny) parking lot replacement plans including stripping plans and required handicapped parking spaces.",4,1
742,Flagstaff,05-Community Development,Inspections,"Perform on-site inspections for all active permits and work within the City, before and after construction. Monitor minor Improvement permits, outdoor lighting permits, sidewalk café and vending encroachment permits.  Also includes inspections for public improvements in the right-of-way to ensure compliance with the engineering standards & contract documents and, to ensure safe work sites including trenching, traffic control, confined spaces and asbestos. Also includes materials testing for soils, concrete, asphalt and water & sewer tests.",4,1
751,Flagstaff,05-Community Development,Section 8 Client Management,"Assist applicants; participants; landlords via telephone, email and walk-ins, community outreach for housing",4,1
752,Flagstaff,05-Community Development,Section 8 Recertifications,"Schedule recertification annually, at initial move-in, unit transfers and in between annual recertification for HH changes.",4,1
753,Flagstaff,05-Community Development,Section 8 Inspections,"Schedule inspections of assisted units annually, at initial move-in, unit transfer and special inspections",4,1
754,Flagstaff,05-Community Development,Section 8 Voucher Issuance,"Brief applicants, participants, Landlord/Owners on program requirements.",4,1
755,Flagstaff,05-Community Development,Section 8: Application Process and Waiting List Management,"Maintain waitlist, applicant updates, approving eligibility, denial of assistance, maintain monthly and quarterly reports.",4,1
756,Flagstaff,05-Community Development,Public Housing: Application Process and Waiting List Management,"Acceptance of applications, updates, waiting list oversight and quality control, interviewing, eligibility determinations.",4,1
757,Flagstaff,05-Community Development,Public Housing Leasing Activities,"Prelease briefings, unit offers, move in and move outs, lease enforcement activities, outreach and oversight",4,1
758,Flagstaff,05-Community Development,Public Housing Inspections,"Performance of move in, move out, annual and special inspections and work order input; quality control",4,1
759,Flagstaff,05-Community Development,Housing and Urban Development Fiscal Responsibility,Maintain books and records in compliance with the Dept. of Housing and Urban Development (HUD) requirements and GAAP to ensure accuracy. File all required HUD reports in a timely manner. Manage accounts payable so that invoices are paid in a timely manner and charged to the proper account.,4,1
760,Flagstaff,05-Community Development,Housing Grant Management,"Annual Action Plan, Consolidated Annual Performance Evaluation Report, Consolidated Plan, Analysis of Impediments, Regulation enforcement and Reporting. Coordinate the Disadvantage Business Enterprise Program for procurement compliance",4,1
761,Flagstaff,05-Community Development,Public Housing: Residential Property Maintenance,Perform on-going and preventative maintenance for properties and capital programs.,4,1
763,Flagstaff,05-Community Development,Community Development Block Grant Management,"Subrecipient management, financial grant management and reporting. Community Homebuyer Assistance Program, Employer Assisted Housing Program, Fair Housing, Continuum of Care, Fire Preparedness Plan, and Flood Preparedness program/grant management.",4,1
764,Flagstaff,05-Community Development,Long-Term Housing Assistance Management,"Perform pay offs, subordinations, and document recording. Certificates of occupancy, and ground lease collection. Manage affordability plans, and compliance monitoring.",4,1
