id,org,dept,name,description,Mandate,bin
2018,Jefferson,County Treasurer,Agricultural Use Value Conversion Billing and Collections,"Review, bill, and collect agricultural use value conversion fees from information received from assessor. Enter data and maintain detailed spreadsheets for each local municipality for the agricultural use conversions.  Calculate conversion fee and create invoice. Responsible for additional required follow-up on all delinquent invoices. Prepare payment vouchers to local treasurer's for monies collected (split 50-50 between county and local).",4,2
323,"Washington County, WI",County Treasurer,Agricultural Use Value Conversion Billing and Collections,"Review, bill, and collect agricultural use value conversion fees from information received from assessor. Enter data and maintain detailed spreadsheets for each local municipality for the agricultural use conversions.  Calculate conversion fee and create invoice. Responsible for additional required follow-up on all delinquent invoices. Prepare payment vouchers to local treasurer's for monies collected (split 50-50 between county and local).",4,2
1716,Jefferson,Land & Water Conservation,Agriculture Performance Standards & Prohibitions,"State law identifies minimum performance standards that agricultural landowners and farm operators must meet. Staff conduct site evaluations to determine compliance with the law. If issues are identified, staff work to find solutions and funding to bring operations into compliance.",4,2
768,"Washington County, WI",Planning and Parks,Agriculture Performance Standards and Prohibitions,"NR 151 identifies minimum performance standards that landowners and farm operators must meet, staff inventory and conduct evaluations and assessments to determine compliance solutions. Cost share funds are sought through various federal, state, and local grant programs to bring operations into compliance.",4,2
410,"Boise, ID",Public Works,Air Quality,Improve air quality through outreach education efforts and by providing alternative clean and efficient transportation for city and community services.,4,2
1290,Tulsa,Police,Air Support Unit,"Helicopter, maintenance, fuel, facilities and training for the pilots",4,2
1290,Tulsa Test Liz,Police,Air Support Unit,"Helicopter, maintenance, fuel, facilities and training for the pilots",4,2
527,"West Plains, MO",Transportation,Aircraft Facilities Maintenance,"Maintenance and repair of structural, mechanical and electrical aspects of all airport owned buildings",4,2
798,Flagstaff,07-Economic Vitality,Aircraft Rescue & Firefighting,Emergency services for aircraft and other emergencies on the airport,4,2
58,"Boise, ID",Airport,Aircraft Rescue & Firefighting (ARFF),The ARFF service group consists primarily of the service level agreement payment to the Boise Fire Department for services provided to the Airport as well as maintenance and operations cost of the ARFF facility and equipment. The revenue consists of fees charged to external users who use the ARFF training facility.,4,2
327,"Eugene, OR",Fire and EMS,Aircraft Rescue and Firefighting ARFF,Emergency services for aircraft and other emergencies on the  airport,4,2
51,"Boise, ID",Airport,Airfield,"The Airfield service group consists of the expenses and associated landing fee revenue collected from the airlines to maintain the airfield (runways, taxiways, and aprons).",4,2
524,"West Plains, MO",Transportation,Airfield Inspection,"Complete daily inspections of pavement,  lighting,  markers  etc  to ensure a safe operational area",4,2
801,Flagstaff,07-Economic Vitality,Airfield Maintenance,Runway taxiway and apron repairs light and electronic maintenance,4,2
1471,"Addison, TX",Airport,Airfield Operations & Maintenance (Movement Area Only),"Generally includes the portion of the airfield within what is designated as the Movement Area of the airport. The Movement Area includes the Primary Runway 15/33, parallel Taxiways Alpha and Bravo, connecting taxiways, and the respective safety areas, all of which are under the direct control of the FAA Control Tower. This portion of the airport is required to be maintained and operated in accordance with FAA standards as agreed in the Airport Sponsor Grant Assurances.",4,2
2396,"Addison, TX",Police,Airport,"We have 1 officer assigned to tasks directly related to the airport, liaison to CBP/HS and works with Airport staff to solve issues and problems.",4,2
1378,"Salt Lake City, UT",POLICE DEPARTMENT,Airport - Calls for Service - Priority 1,Answer calls for service that involve an immediate threat to a person or property,4,2
1387,"Salt Lake City, UT",POLICE DEPARTMENT,Airport - Calls for Service - Telephonic,Responding to calls for service in which a telephonic response is appropriate,4,2
16,Duluth,Attorney's Office,Airport - legal services,Provide legal services to the Duluth Airport.,4,2
8,"Riverside, CA",General Services,Airport  Maintenance,"Maintenance and repair of the Runway, Taxiway, Aprons, Hangars (lights, electronics, and structural repairs) & parking lots",4,2
10,"Riverside, CA",General Services,Airport  Security Plan Management & Access,Maintain and modify Federal Aviation Administration required security plan as required and issue access badges,4,2
1384,"Salt Lake City, UT",POLICE DEPARTMENT,Airport Additional Patrols,"Patrols and supplies - traffic patrols, lobby patrols, bike patrols, concourse patrols, terminal patrols",4,2
805,Flagstaff,07-Economic Vitality,Airport Airfield Snow and Ice Control,Snow and ice control on the runways taxiways ramps and aircraft rescue and fire fighter access,4,2
512,Wetaskiwin,Municipal Services,Airport Airside Maintenance,"Runway, taxiway, and apron repairs, light and electronic maintenance, and grass maintenance.",4,2
1389,"Salt Lake City, UT",POLICE DEPARTMENT,Airport Case Investigations,Follow up and investigation of assigned cases,4,2
525,"West Plains, MO",Transportation,Airport Grounds Maintenance,"Runway, taxiway and apron driving surfaces maintenance and airfield  lighting repairs, etc.",4,2
